Title,Price,Area,BHK,Bathrooms,Furnished,Floor,Facing,Amenities,Transaction Type,Property Type,Location,Year of Construction,Locality,Society,price_2022,price_2020,price_2018,price_2016,price_2014,price_2012,price_2010,price_2008,price_2006,price_2004,price_2002,price_2000,price_1998,price_1996,price_1994
2BHK Multistorey Apartment for Rent in Bhavya Palace at Khar West,90000.0,800.0,2.0,2.0,Semi-Furnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Khar,Bhavya Palace,81632.65306122448,74043.22273126936,67159.38569729647,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Sagar Sangam at Bandra West,95000.0,800.0,2.0,2.0,Semi-Furnished,3.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Sagar Sangam,86167.80045351473,78156.73510522877,70890.4626804796,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Cozy Home at Pali Hill,130000.0,850.0,2.0,2.0,Semi-Furnished,5.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Pali,Cozy Home,117913.83219954648,106951.32172294463,97008.00156276156,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Andheri West,85000.0,900.0,2.0,2.0,Furnished,13.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Andheri West,Andheri West,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Royal Crest at Bandra West,100000.0,900.0,2.0,2.0,Unfurnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra,Royal Crest,90702.94784580499,82270.24747918818,74621.53966366274,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Mount Marry at Bandra West,80000.0,750.0,1.0,2.0,Unfurnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Mount Marry,72562.358276644,65816.19798335055,59697.231730930194,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Lake Primrose at Chandivali,94000.0,1500.0,3.0,3.0,Furnished,16.0,West,Main Road,Rent,Apartment,Mumbai,2010.0,Chandivali,Lake Primrose,85260.77097505669,77334.0326304369,70144.24728384298,63622.900030696575,57707.84583283136,52342.71730869057,,,,,,,,,
1BHK Multistorey Apartment for Rent in Reclamation at Bandra West,80000.0,650.0,1.0,2.0,Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra,Reclamation,72562.358276644,65816.19798335055,59697.231730930194,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Hill Post at Pali Hill,120000.0,900.0,2.0,2.0,Furnished,3.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Pali,Hill Post,108843.53741496598,98724.29697502582,89545.8475963953,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Cornelia Residency at Bandra West,160000.0,1000.0,2.0,2.0,Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra,Cornelia Residency,145124.716553288,131632.3959667011,119394.46346186039,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Sheesh Mahal Apartment at Bandra West,80000.0,600.0,1.0,2.0,Semi-Furnished,2.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Bandra,Sheesh Mahal Apartment,72562.358276644,65816.19798335055,59697.231730930194,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Rizvi Complex at Bandra West,70000.0,600.0,1.0,1.0,Furnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra,Rizvi Complex,63492.06349206349,57589.17323543173,52235.07776456392,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Swastik Sapphire at Vikhroli East,40000.0,810.0,2.0,2.0,Semi-Furnished,12.0,East,Main Road,Rent,Apartment,Mumbai,1999.0,Vikhroli,Swastik Sapphire,36281.179138322,32908.09899167527,29848.615865465097,27073.57448114748,24556.530141630366,22273.49672710237,20202.71811982074,18324.460879656002,16620.82619469932,15075.579314920016,13673.994843464865,12402.716411306,,,
3BHK Multistorey Apartment for Rent in Aryan Anchal at Chembur,90000.0,1600.0,3.0,3.0,Semi-Furnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Chembur,Aryan Anchal,81632.65306122448,74043.22273126936,,,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Lodha Altia at Wadala East,65000.0,800.0,1.0,2.0,Semi-Furnished,10.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2019.0,Wadala,Lodha Altia,58956.91609977324,53475.660861472315,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Ruparel Iris at Matunga West,85000.0,850.0,2.0,2.0,Unfurnished,19.0,North - West,Garden/Park,Rent,Apartment,Mumbai,2013.0,Matunga,Ruparel Iris,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Dadar West,75000.0,1350.0,2.0,2.0,Furnished,2.0,South,Main Road,Rent,Apartment,Mumbai,2013.0,Dadar West,Dadar West,68027.21088435374,61702.685609391134,55966.15474774706,50762.95215215152,46043.494015556935,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Gokuldham at Gokuldham Colony Goregaon East,60000.0,1000.0,2.0,2.0,Furnished,4.0,East,Garden/Park,Rent,Apartment,Mumbai,1992.0,Gokuldham,Gokuldham,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,30304.07717973111,27486.691319484,24931.23929204898,22613.368972380023,20510.9922651973,18604.074616959,16874.444097014963,15305.618228584999,13882.646919351471
3BHK Multistorey Apartment for Rent in Lakshchandi Height at Goregaon East,85000.0,1480.0,3.0,3.0,Furnished,5.0,East,Pool,Rent,Apartment,Mumbai,1992.0,Goregaon,Lakshchandi Height,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,47331.18054509254,42930.776004619074,38939.479369269,35319.255663736054,32035.606044205033,29057.23904236284,26355.77237402525,23905.4624707712,21682.959157162084,19667.08313574792
4BHK Multistorey Apartment for Rent in Rivali Park at Magathane,140000.0,2150.0,4.0,2.0,Unfurnished,24.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Magathane,Rivali Park,126984.12698412698,115178.34647086346,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Rivali Park at Magathane,65000.0,1150.0,2.0,1.0,Unfurnished,12.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Magathane,Rivali Park,58956.91609977324,53475.660861472315,,,,,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Epsilon at Thakur Village, Kandivali East",65000.0,1000.0,2.0,1.0,Unfurnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Epsilon,58956.91609977324,53475.660861472315,,,,,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Alpine at Thakur Village, Kandivali East",60000.0,1000.0,2.0,1.0,Unfurnished,19.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Alpine,54421.76870748299,49362.14848751291,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Kanakia Samarpan at Magathane,50000.0,1000.0,2.0,1.0,Semi-Furnished,9.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Magathane,Kanakia Samarpan,45351.47392290249,41135.12373959409,,,,,,,,,,,,,
"3BHK Multistorey Apartment for Rent in Oberoi Gardens at Thakur Village, Kandivali East",80000.0,1350.0,3.0,2.0,Semi-Furnished,22.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Oberoi Gardens,72562.358276644,65816.19798335055,,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Grandeur Tower at Magathane,110000.0,1550.0,3.0,2.0,Furnished,12.0,North,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Magathane,Grandeur Tower,99773.24263038549,90497.272227107,,,,,,,,,,,,,
"4BHK Multistorey Apartment for Rent in Challenger Tower at Thakur Village, Kandivali East",150000.0,1850.0,4.0,3.0,Furnished,9.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Challenger Tower,136054.42176870749,123405.37121878227,,,,,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Epsilon at Thakur Village, Kandivali East",65000.0,1000.0,2.0,1.0,Unfurnished,16.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Epsilon,58956.91609977324,53475.660861472315,,,,,,,,,,,,,
"3BHK Multistorey Apartment for Rent in Epsilon at Thakur Village, Kandivali East",75000.0,1350.0,3.0,2.0,Unfurnished,11.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Epsilon,68027.21088435374,61702.685609391134,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Rivali Park at Magathane,75000.0,1250.0,2.0,1.0,Furnished,9.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Magathane,Rivali Park,68027.21088435374,61702.685609391134,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in HDIL Metropolis at Andheri West,68000.0,1530.0,2.0,2.0,Semi-Furnished,11.0,West,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2011.0,Andheri,HDIL Metropolis,61678.00453514739,55943.76828584797,50742.64697129066,46025.07661795071,41746.10124077162,37864.94443607403,,,,,,,,,
3BHK Multistorey Apartment for Rent in Lodha Bel Air at Jogeshwari West,90000.0,1760.0,3.0,4.0,Semi-Furnished,12.0,East,"Main Road, Garden/Park",Rent,Apartment,Mumbai,1997.0,Jogeshwari,Lodha Bel Air,81632.65306122448,74043.22273126936,67159.38569729647,60915.54258258183,55252.19281866832,50115.36763598033,45456.11576959667,41230.036979226,37396.85893807347,33920.05345857004,30766.488397795947,27906.1119254385,25311.666145522446,,
2BHK Multistorey Apartment for Rent in TATA Falcon Crest at Parel,85000.0,1150.0,2.0,2.0,Semi-Furnished,8.0,West,Garden/Park,Rent,Apartment,Mumbai,2009.0,Parel,TATA Falcon Crest,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,47331.18054509254,42930.776004619074,,,,,,,,
3BHK Multistorey Apartment for Rent in Lodha Bel Air at Jogeshwari West,77000.0,1010.0,3.0,2.0,Semi-Furnished,7.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,1997.0,Jogeshwari,Lodha Bel Air,69841.26984126984,63348.0905589749,57458.58554102031,52116.630876208896,47271.32052263845,42876.48119967206,38890.232380654925,35274.5871933378,31995.09042479619,29020.49018122103,26322.440073669866,23875.22909176405,21655.536591169202,,
2BHK Multistorey Apartment for Rent in Lodha Bel Air at Jogeshwari West,68000.0,940.0,2.0,2.0,Semi-Furnished,9.0,East,Garden/Park,Rent,Apartment,Mumbai,1997.0,Jogeshwari,Lodha Bel Air,61678.00453514739,55943.76828584797,50742.64697129066,46025.07661795071,41746.10124077162,37864.94443607403,34344.62080369526,31151.5834954152,28255.404530988842,25628.484835364026,23245.79123389027,21084.6178992202,19124.36997661696,,
2BHK Multistorey Apartment for Rent in Lodha Bel Air at Jogeshwari West,68000.0,1050.0,2.0,2.0,Semi-Furnished,7.0,North - East,"Pool, Garden/Park, Main Road",Rent,Apartment,Mumbai,1997.0,Jogeshwari,Lodha Bel Air,61678.00453514739,55943.76828584797,50742.64697129066,46025.07661795071,41746.10124077162,37864.94443607403,34344.62080369526,31151.5834954152,28255.404530988842,25628.484835364026,23245.79123389027,21084.6178992202,19124.36997661696,,
3BHK Multistorey Apartment for Rent in Bandstand Apartment at Bandra,150000.0,1500.0,3.0,3.0,Furnished,3.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2017.0,Bandra,Bandstand Apartment,136054.42176870749,123405.37121878227,111932.30949549412,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in diamond garden at Chembur East,120000.0,1676.0,3.0,3.0,Unfurnished,8.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2006.0,Chembur,diamond garden,108843.53741496598,98724.29697502582,89545.8475963953,81220.72344344243,73669.5904248911,66820.4901813071,60608.15435946222,54973.382638968,,,,,,,
2BHK Multistorey Apartment for Rent in Vikhroli East,39000.0,809.0,2.0,2.0,Semi-Furnished,12.0,East,Main Road,Rent,Apartment,Mumbai,1999.0,Vikhroli East,Vikhroli East,35374.14965986394,32085.396516883393,29102.40046882847,26396.73511911879,23942.616888089608,21716.65930892481,19697.65016682522,17866.3493576646,16205.305539831837,14698.689832047015,13332.144972378244,12092.64850102335,,,
3BHK Multistorey Apartment for Rent in Sunteck City Avenue II at Goregaon West,75000.0,1395.0,3.0,3.0,Semi-Furnished,12.0,North,Main Road,Rent,Apartment,Mumbai,2017.0,Goregaon,Sunteck City Avenue II,68027.21088435374,61702.685609391134,55966.15474774706,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Indraprastha Regency at Goregaon West,42000.0,1050.0,2.0,2.0,Semi-Furnished,2.0,West,Main Road,Rent,Apartment,Mumbai,2017.0,Goregaon,Indraprastha Regency,38095.23809523809,34553.503941259034,31341.046658738353,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Sheth Polaris at Goregaon West,95000.0,1740.0,3.0,3.0,Unfurnished,9.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2017.0,Goregaon,Sheth Polaris,86167.80045351473,78156.73510522877,70890.4626804796,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in SKG Mount Resort at Deonar Govandi East,130000.0,2000.0,3.0,3.0,Unfurnished,10.0,East,Garden/Park,Rent,Apartment,Mumbai,2019.0,Deonar,SKG Mount Resort,117913.83219954648,106951.32172294463,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Rose Minar CHS at Bandra West,120000.0,900.0,2.0,2.0,Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Bandra,Rose Minar CHS,108843.53741496598,98724.29697502582,89545.8475963953,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Nahar Jonquille and Jamaica at Chandivali,60000.0,980.0,2.0,2.0,Unfurnished,5.0,East,Main Road,Rent,Apartment,Mumbai,2010.0,Chandivali,Nahar Jonquille and Jamaica,54421.76870748299,49362.14848751291,44772.92379819765,40610.361721721216,36834.79521244555,33410.24509065355,,,,,,,,,
2BHK Multistorey Apartment for Rent in Dheeraj Ganga at Malad West,45000.0,950.0,2.0,2.0,Unfurnished,5.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2017.0,Malad,Dheeraj Ganga,40816.32653061224,37021.61136563468,33579.692848648236,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Link Garden at Oshiwara,120000.0,900.0,3.0,3.0,Furnished,5.0,West,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Oshiwara,Link Garden,108843.53741496598,98724.29697502582,89545.8475963953,81220.72344344243,,,,,,,,,,,
4BHK Multistorey Apartment for Rent in Swastik Flair Apartment at Chembur,150000.0,2200.0,4.0,4.0,Furnished,8.0,East,Main Road,Rent,Apartment,Mumbai,2019.0,Chembur,Swastik Flair Apartment,136054.42176870749,123405.37121878227,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Adityaraj Gurukripa at Vikhroli East,35000.0,710.0,2.0,2.0,Semi-Furnished,13.0,East,Main Road,Rent,Apartment,Mumbai,1999.0,Vikhroli,Adityaraj Gurukripa,31746.031746031746,28794.586617715864,26117.53888228196,23689.377671004044,21486.96387392657,19489.309636214573,17677.37835484315,16033.903269699002,14543.222920361904,13191.131900555014,11964.745488031756,10852.37685989275,,,
3BHK Multistorey Apartment for Rent in Kamala Jai Shankar Deep at Khar West,170000.0,1400.0,3.0,3.0,Furnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Khar,Kamala Jai Shankar Deep,154195.01133786846,139859.42071461992,126856.61742822666,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Kakad Enclave at Khar West,160000.0,1300.0,3.0,3.0,Semi-Furnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Khar,Kakad Enclave,145124.716553288,131632.3959667011,119394.46346186039,,,,,,,,,,,,
4BHK Multistorey Apartment for Rent in Adani Western Heights at Four Bungalows,180000.0,2126.0,4.0,4.0,Furnished,8.0,East,"Garden/Park, Pool, Main Road",Rent,Apartment,Mumbai,2015.0,Four,Adani Western Heights,163265.30612244896,148086.44546253872,134318.77139459294,121831.08516516366,,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Waterfield Road,90000.0,700.0,1.0,2.0,Semi-Furnished,3.0,East,Garden/Park,Rent,Apartment,Mumbai,2016.0,Waterfield Road,Waterfield Road,81632.65306122448,74043.22273126936,67159.38569729647,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Gasper Enclave at Pali Hill,100000.0,850.0,2.0,2.0,Furnished,6.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Pali,Gasper Enclave,90702.94784580499,82270.24747918818,74621.53966366274,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Palatial Apartment at Khar West,150000.0,900.0,2.0,2.0,Furnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2016.0,Khar,Palatial Apartment,136054.42176870749,123405.37121878227,111932.30949549412,,,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Lodha The Park at Worli,190000.0,1650.0,3.0,3.0,Semi-Furnished,9.0,East,"Garden/Park, Pool",Rent,Apartment,Mumbai,1997.0,Worli,Lodha The Park,172335.60090702947,156313.47021045754,141780.9253609592,128599.47878545053,116643.51817274424,105799.10945373625,95962.91106914851,87041.18917836601,78948.92442482177,71609.00174587007,64951.47550645811,58912.9029537035,53435.739640547385,,
3BHK Multistorey Apartment for Rent in Green Ville at Andheri West,85000.0,1500.0,3.0,2.0,Unfurnished,7.0,North - East,Main Road,Rent,Apartment,Mumbai,2012.0,Andheri,Green Ville,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,,,,,,,,,,
3BHK Multistorey Apartment for Rent in DLH The Park Residences at Andheri West,150000.0,1650.0,3.0,3.0,Unfurnished,11.0,North,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2012.0,Andheri,DLH The Park Residences,136054.42176870749,123405.37121878227,111932.30949549412,101525.90430430304,92086.98803111387,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Transcon Triumph at Andheri West,130000.0,1361.0,2.0,2.0,Semi-Furnished,7.0,East,"Garden/Park, Pool",Rent,Apartment,Mumbai,2012.0,Andheri,Transcon Triumph,117913.83219954648,106951.32172294463,97008.00156276156,87989.11706372931,79808.72296029869,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Sugee Hiranya at Dadar West,85000.0,1100.0,2.0,2.0,Unfurnished,15.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2013.0,Dadar,Sugee Hiranya,77097.50566893423,69929.71035730996,63428.30871411333,57531.34577243839,52182.62655096453,,,,,,,,,,
3BHK Multistorey Apartment for Rent in Runwal Elegante at Andheri West,150000.0,1505.0,3.0,2.0,Unfurnished,5.0,North,Garden/Park,Rent,Apartment,Mumbai,2012.0,Andheri,Runwal Elegante,136054.42176870749,123405.37121878227,111932.30949549412,101525.90430430304,92086.98803111387,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Silver Arch at Shastri Nagar Andheri West,55000.0,1100.0,2.0,2.0,Unfurnished,7.0,North,Garden/Park,Rent,Apartment,Mumbai,2012.0,Shastri,Silver Arch,49886.621315192744,45248.6361135535,41041.846815014505,37226.164911577784,33765.22894474175,,,,,,,,,,
1BHK Multistorey Apartment for Rent in Parel,45000.0,600.0,1.0,1.0,Unfurnished,4.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2005.0,Parel,Parel,40816.32653061224,37021.61136563468,33579.692848648236,30457.771291290916,27626.09640933416,25057.683817990164,22728.057884798334,20615.018489613,18698.429469036735,,,,,,
2BHK Multistorey Apartment for Rent in Siddhivinayak triumph at Siddharth Nagar Borivali East,40000.0,850.0,2.0,1.0,Unfurnished,13.0,North,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Siddharth,Siddhivinayak triumph,36281.179138322,32908.09899167527,,,,,,,,,,,,,
"3BHK Multistorey Apartment for Rent in Epsilon at Thakur Village, Kandivali East",75000.0,1450.0,3.0,1.0,Unfurnished,24.0,North,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Epsilon,68027.21088435374,61702.685609391134,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Kanakia Samarpan at Magathane,50000.0,1050.0,2.0,1.0,Semi-Furnished,8.0,West,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Magathane,Kanakia Samarpan,45351.47392290249,41135.12373959409,,,,,,,,,,,,,
"2BHK Multistorey Apartment for Rent in Sheth Vasant Utsav at Thakur Village, Kandivali East",46000.0,850.0,2.0,1.0,Semi-Furnished,5.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Sheth Vasant Utsav,41723.356009070296,37844.31384042656,,,,,,,,,,,,,
"3BHK Multistorey Apartment for Rent in Oberoi Gardens at Thakur Village, Kandivali East",80000.0,1350.0,3.0,2.0,Furnished,8.0,East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Oberoi Gardens,72562.358276644,65816.19798335055,,,,,,,,,,,,,
2BHK Multistorey Apartment for Rent in Rivali Park at Magathane,80000.0,1200.0,2.0,1.0,Furnished,12.0,North,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Magathane,Rivali Park,72562.358276644,65816.19798335055,,,,,,,,,,,,,
"3BHK Multistorey Apartment for Rent in Epsilon at Thakur Village, Kandivali East",75000.0,1200.0,3.0,1.0,Unfurnished,24.0,North - East,"Garden/Park, Main Road",Rent,Apartment,Mumbai,2019.0,Thakur,Epsilon,68027.21088435374,61702.685609391134,,,,,,,,,,,,,
